Başlık;Kira Bedeli;İlan Metni;Mahalle;İlan Tarihi;Yerleştiği Kat;Kat Sayısı;Yaşı;Oda Sayısı;Genişliği;Eşya durumu;Isınma;Aidat
Buca İşçievleri Barış Mh. 2+1 80M2 Doğalgazlı Kiralık Arakat Daire;18.000 TL;"TURYAP ŞİRİNYER TEMSİLCİLİĞİ'NDEN KİRALIK

BUCA İŞÇİEVLERİ BARIŞ MAHALLESİNDE 2 ODA, 1 SALON, 80M2(BRÜT), DOĞALGAZLI, KAPALI MUTFAKLI, KLİMALI, 2'Lİ ANKASTRE SETLİ, GÖMME DOLAPLI, ALATURKA TUVALETLİ, VESTİYERLİ, ÇİFT CEPHELİ, TEK BALKONLU, AYDINLIK, FERAH KİRALIK ARAKAT DAİRE.

DAİRE KONUM OLARAK KIZKULESİ KARŞISINDA YER ALMAKTA OLUP; BARIŞ PAZAR YERİNE, ŞİRİNYER VERGİ DAİRESİNE, ŞİRİNYER EMNİYET MÜDÜRLÜĞÜNE, BUCA BELEDİYESİNE, PTT VE BANKALARA, OKULLARA, DOLMUŞ VE OTOBÜS DURAKLARINA, ALIŞVERİŞ MERKEZLERİNE YÜRÜYÜŞ MESAFESİNDEDİR.

DAİRENİN KİRALANMASINDA TEK YETKİLİ TURYAP ŞİRİNYER TEMSİLCİLİĞİ'DİR.

AYRINTILI BİLGİ VE FARKLI SEÇENEKLERİMİZ İÇİN LÜTFEN İLETİŞİME GEÇİNİZ.";Barış;07-10-2024;1. Kat;3 Katlı;25 Yaşında;2 + 1;/ 75 m2;Eşyalı Değil;Doğalgaz;50 TL
BUCA SEYFİ DEMİRSOY HAST. YANI 2+1 AÇIK MUTFAK BALKONLU D.GAZLI KLİMALI GENİŞ KİRALIK DAİRE;21.000 TL;DETAYLI BİLGİ VE YER GÖRME TALEBİNİZ İÇİN ARAYINIZ.;Kozağaç;30-09-2024;1. Kat;4 Katlı;8 Yaşında;2 + 1;/ 90 m2;Eşyalı Değil;Doğalgaz;
ADATEPE MH 2+1 EŞYALI DAİRE;16.000 TL;Detaylı bilgi için lütfen arayınız;Adatepe;02-10-2024;Giriş Katı;2 Katlı;15 Yaşında;2 + 1;/ 60 m2;Eşyalı;Elektrik;
İzmir Buca kuruçeşme mh kiralık 2+1 açık mutfaklı daire 9 eylül ve tınaztepenin karşısında;18.000 TL;İzmir Buca kuruçeşme mh kiralık 2+1 açık mutfaklı daire 9 eylül  ve tınaztepenin karşısında;Adatepe;13-09-2024;2. Kat;2 Katlı;4 Yaşında;2 + 1;/ 70 m2;Eşyalı Değil;Doğalgaz;100 TL
ultra lüks kiralık evler;300 TL;"İZMİR BUCA MERKEZİNDE ,TOPLU ULAŞIMIN HEMEN YANINDA ULTRA LÜKS GÜNLÜK KİRALIK DAİRELER; Hasanağa parkı, Buca üçkuyular meydanı , Kadın doğum ve özel Tınaztepe hastanesinin hemen yakınlarında tamamen sizlerin hizmetine sunulmuş, temiz,sakin,merkezi yerde . Kendinizi kendi evinizde hissettirecek , sıcak güvenli araçlarınızı güvenle bırakabileceğiniz kapalı otopark. 24 saat rezervasyon hizmeti , sıcak su klima led tv buzdolabı çamaşır makinası kendi yemeğinizi pişireceğiniz tüm mutfak araç gereçleri evlerimizde bulabilirsiniz. Tüm evlerimiz özel temizlik ekipman arkadaşlarımız tarafından özenle temizlenmektedir.Ayrıca sınırsız internet (WiFi) siz değerli misafirlerimizin hizmetindedir.";Adatepe;19-09-2024;3. Kat;4 Katlı;2 Yaşında;2 + 1;/ 65 m2;;;
AKINCILAR MAH. 3+1 FULL EŞYALI ARAKAT KİRALIK DAİRE;24.000 TL;"TURYAP AKINCILAR HİPODROM TEMSİLCİLİĞİNDEN
KOD 372
DAİREMİZ ;
AKINCILAR MAHALLESİ MEVKİİNDE
ŞİRİNYER VE KOŞU İZBANA, TOPLU TAŞIMA DURAKLARINA,
 ECZANE, OKUL, SAĞLIK OCAĞI, MARKET, PAZAR YERİ VS. 
YÜRÜME MESAFESİNDEDİR.
3+1
BRÜT 110 NET 100 METREKARE
DOĞALGAZLI, KAPALI MUTFAKLI, ÇİFT WCLİ, 
FULL EŞYALI
ÇİFT CEPHE VE BALKONLU  FERAH GENİŞ BİR DAİREDİR. 
DAHA DETAYLI BİLGİ VE RANDEVU  İÇİN LÜTFEN BİZİ ARAYINIZ....
KENAN KIZILER


Bu ilan Emlak Asistanım CRM Programı tarafından otomatik entegre edilmiştir.";Akıncılar;02-09-2024;2. Kat;4 Katlı;30 Yaşında;3 + 1;/ 100 m2;Eşyalı Değil;Doğalgaz;
AVA EMLAK'TAN ŞİRİNYER'DE 3+1 145 M2 ASANSÖRLÜ GENİŞ DAİRE;30.000 TL;"- 3 ODA 1 SALON 145 M2 DİR.
- 4 KATLI BİNANIN 3 KATINDADIR.
- ÇİFT BALKON, EBEVEYN BANYOSU MEVCUTTUR.
- FORBESE YÜRÜME MESAFESİNDEDİR.
- VALİ RAHMİ BEY İLKOKULUNA ÇOK YAKIN KONUMDADIR.
- MERKEZİ KONUMDA, ULAŞIMI KOLAYDIR.
BİLGİ İÇİN; Telefonu Göster";Yiğitler;23-08-2024;3. Kat;4 Katlı;10 Yaşında;3 + 1;/ 137 m2;Eşyalı Değil;;500 TL
GOLDİA YAPIDAN İBF YAKINI TEMİZ EŞYALI KİRALIK;16.000 TL;"GOLDİA YAPI

KAMPÜS VE İBF YAKINI
OTOBÜS VE DOLMUŞ GÜZERGAHINDA
DOĞALGAZLI-KLİMALI
ARAKAT
TEMİZ EŞYALI

DETAYLI BİLGİ İÇİN İLETİŞİM KURABİLRSİNİZ";Adatepe;26-09-2024;Ara Kat;6 Katlı;13 Yaşında;1 + 1;/ 52 m2;Eşyalı;Doğalgaz;200 TL
Menderes Caddesine yakın Doğalgazlı 1+0;12.000 TL;Menderes Caddesine Eğitim Fakültesine Ulaşıma Çarşıya Pazara yakın Doğalgazlı 1+0 Daire.;Menderes;22-09-2024;Yüksek Giriş;3 Katlı;10 Yaşında;1 + 0;/ 30 m2;Eşyalı Değil;;
MARKA'DAN ANACADDE KAMPÜS YAKINI EŞYALI DOĞAL GAZLI KİRALIK DAİR;12.500 TL;"***MARKA GAYRİMENKUL'DEN***
1+1
DOĞAL GAZLI
MERKEZİ KONUM 
EŞYALI 
İNTERNET ALTYAPISI HAZIR 
ULAŞIM SORUNU OLMAYAN
KİRALIK DAİRE
DETAYLI BİLGİ İÇİN :  SERGEN TONBUL
Telefonu Göster";Yaylacık;15-09-2024;2. Kat;2 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
SAFİR'den Kiralık Sıfır Eşyalı DoğalGazlı 2+1 Daire;25.000 TL;"YENİGÜN MAHALLESİ 
2+1
90 M² 
DOGALGAZLI
 EKSİK EŞYALAR TAMAMLANACAKTIR.
 SADECE KIZ ÖĞRENCİ İSTENİLMEKTEDİR. 
KONUM DOĞRU İŞARETLENMİŞTİR
Dolmuş ve Otobüs Duraklarına 50 Metre
En Çok Güneş Alan GÜNEY CEPHE
   Profesyonel ve   Güleryüzlü   Ekibimizle Haftanın  7 Günü  Hizmetinizdeyiz.";Yenigün;12-09-2024;3. Kat;3 Katlı;4 Yaşında;2 + 1;/ 90 m2;Eşyalı;;
KOZAĞAÇ MAH.SIFIR DOĞALGAZLI BAYAN ÖĞRENCİYE KİRALIK 1+1 DAİRE;13.000 TL;"COLDWELL BANKER JASSE
GÜVENCESİ İLE

 ✅BAYAN ÖĞRENCİYE KİRALIKTIR
✅ 1+1 KİRALIK
✅ DOĞALGAZLI
✅NET 60 M2

✅ 3 YILLIK BİNA
✅ Merkezi konumdadır. (Tüm ulaşım araçlarına yürüme mesafesindedir. Çevresinde okul, hastane ve üniversite bulunmaktadır.
✅ KIZ ÖĞRENCİYE KİRAYA VERİLECEKTİR.



GAYRİMENKUL
ALIRKEN, SATARKEN VEYA KİRALARKEN BİZİ ARAYIN
ZAMAN SİZE KALSIN
Detaylı
Bilgi ve Randevu İçin Lütfen arayınız.
FİRMAMIZDAN'DAN ALABİLECEĞİNİZ HİZMETLER NELER?
*TAPU TAKİP İŞLEMLERİ *
*BANKA VE KREDİ İŞLEMLERİ *
*KONUT, DÜKKAN, ARSA EKSPER İŞLEMLERİ *
-TÜZÜĞE UYGUN GÜVENLE KİRALAMA
*TÜZÜĞE UYGUN GÜVENLE SATIŞ *
*GAYRİMENKUL NAKİTE ÇEVİRME *
FİRMAMIZ
TİCARET BAKANLIĞI
TARAFINDAN
TAŞINMAZ TİCARETİ YÖNETMELİK HÜKÜMLERİNE GÖRE
3503444
NOLU
YETKİ BELGESİ İLE YETKİLENDİRİLMİŞTİR.
UYARI:
TARAFLARIN HAKLARININ KORUNMASI AMACI İLE GAYRİMENKUL
DANIŞMANLARININ SÖZLEŞME KULLANMALARI T.S.11816 STANDARTLARININ
1.1.1 MADDESİ VE 05-06-2018 TARİHLİ 30442 SAYILI RESMİ GAZETE DE
YAYINLANAN. ""TAŞINMAZ TİCARETİ HAKKINDA YÖNETMELİK""
MADDE 16 GEREĞİ ZORUNLU KILINMIŞTIR. BU NEDENLE GAYRİMENKUL ADRES
BİLGİSİ VERİLMESİ, YER GÖSTERİMLERİ , SUNUMLARI, ""YER GÖSTERME FORMU""
İMZALATILARAK, YAPILMAKTADIR.
ANLAYIŞINIZ İÇİN
TEŞEKKÜR EDERİZ.";Kozağaç;10-08-2024;2. Kat;4 Katlı;3 Yaşında;1 + 1;/ 60 m2;Eşyalı Değil;Doğalgaz;
ATA EMLKTAN ŞİRİNYER MERKEZDE ÇİFT CEPHELİ 3+1 DOĞALGAZLI DAİRE.;17.500 TL;HÜRRİYET MAHALLESİNDE ŞİRİNYER İZBAN, PAZAR YERİ YAKINI ÇİFT CEPHELİ 3+1 DOĞALGAZLI DAİRE. DAİREMİZ SON KAT OLUP ÜZERİ KAPALI ÇATILIDIR.;Hürriyet;13-08-2024;4. Kat;4 Katlı;40 Yaşında;3 + 1;/ 130 m2;Eşyalı Değil;Doğalgaz;100 TL
ŞİRİNYER İZBAN DİBİNDE 3+1 AÇIK MUTFAK Y.GİRİŞ BAHÇELİ D.GAZLI KİRALIK LÜKS DAİRE;26.000 TL;DETAYLI BİLGİ VE YER GÖRME TALEBİNİZ İÇİN ARAYINIZ;İnkılap;01-10-2024;Yüksek Giriş;4 Katlı;5 Yaşında;3 + 1;/ 110 m2;Eşyalı Değil;Doğalgaz;
HASANAĞA PARKİNA YURUME MESAFESİNDE YAYLACİKDA 3+1 ESYALİ DAİRE;23.000 TL;"Yaylacikda 3+1 110 M2
-2 balkon 
-1 tuvalet
-1 banyo
-Doğalgazlı 
-Hasanaga bahçesine yürüme mesafesinde
-Ulaşımı güzel 
-Eşyalı 
-Evin içi ve kapıları boyanıp ev temizlenip
-kiracıya teslim edilecektir .
 Pazarlık payı vardir";Yaylacık;26-08-2024;2. Kat;3 Katlı;23 Yaşında;3 + 1;/ 110 m2;Eşyalı;Doğalgaz;
TURPA AYEL YAPIDA 2+1 KİRALIK;25.000 TL;"2+1


Full eşyalı 


Çatı katı


Doğalgazlı 


Abonelikler açık 


Cadde üstü 


Otobüs dolmuş güzergahı";Çamlıkule;30-08-2024;Çatı Katı;4 Katlı;10 Yaşında;2 + 1;/ 60 m2;Eşyalı;Doğalgaz;100 TL
EFELER MAH.58 M2 FULL EŞYALI, BAHÇELİ 1+1 KİRALIK DAİRE;17.000 TL;"KOD 3983
  TURYAP AKINCILAR HİPODROM TEMSİLCİLİĞİNDEN
  DAİREMİZ ;
BUCA'NIN EN GÖZDE SEMTLERİNDEN OLAN
EFELER MAHALLESİ MEVKİİNDE YER ALMAKTADIR.
MERKEZİ KONUMDA
TOPLU TAŞIMA DURAKLARINA , MARKET, OKUL, ECZANE,
PAZARYERİ, HASTANE VE ŞİRİNYER İZBANA YÜRÜME MESAFEDEDİR.
ON YAŞINDA ASANSÖRLÜ BİR BİNADA 
1+1
BRÜT 60 NET 58 METREKARE
BAHÇELİ, DOĞALGAZLI, AÇIK MUTFAKLI, FULL EŞYALI,
FERAH GENİŞ BİR DAİREDİR.
DAHA DETAYLI BİLGİ & RANDEVU İÇİN BİZİ ARAYINIZ...
FEVZİ HİTALOĞLU
   

Bu ilan Emlak Asistanım CRM Programı tarafından otomatik entegre edilmiştir.";Efeler;02-09-2024;Kot 1;5 Katlı;10 Yaşında;1 + 1;/ 58 m2;Eşyalı Değil;Doğalgaz;
Ev arkadaşı arıyorum.;4.500 TL;16 yaşında kızımla beraber yaşıyorum.bay bayan öğrenci calisan fark etmez servis şoförünün...;Yıldız;09-09-2024;Giriş Katı;3 Katlı;10 Yaşında;1 + 1;/ 60 m2;Eşyalı;Doğalgaz;
TINAZTEPE HASTAHANESİ YAKINI GÜNLÜK LÜKS DAİRELER;200 TL;Daireler olarak sizin için dairelerimizi modern bir biçimde dizayn ederek, kendi evinizde gibi hissedeceğiniz dairelerimizde sizleri ağırlamaktan mutluluk duyarız. Tüm dairelerimizde konaklama öncesi tüm eşyalar yenilenerek misafirlerimizin hijneyik yaşam koşulları muhafaza edilmektedir.;Adatepe;19-09-2024;Ara Kat;4 Katlı;3 Yaşında;2 + 1;/ 55 m2;;;
VİRAJ EMLAK KİRALIK 3+1 125m ARA KAT ŞİRİNYER İZBAN CİVARI;22.000 TL;"KİRALIK
ARA KAT GENİŞ ODALI BALKONLU
2 TUVALETLİ
DOĞALGAZLI DAİRE
OKULA MARKETE PAZARA İZBANA ÇOK YAKIN
VİRAJ EMLAK
Telefonu Göster";Hürriyet;26-09-2024;3. Kat;4 Katlı;20 Yaşında;3 + 1;/ 120 m2;;;
ADA EMLAKTAN KİRALIK 2+1 EŞYALI DOĞALGAZLI KLİMALI DAİRE;20.000 TL;"BUCA ADA EMLAKTAN
KİRALIK 2+1 ARAKAT,
DOGALGAZLI VE KLİMALIDIR,
OTOMATİK PANJURLUDUR...
ÜNİVERSİTELERE YÜRÜME MESAFESİNDEDİR";Adatepe;15-09-2024;2. Kat;3 Katlı;5 Yaşında;2 + 1;/ 70 m2;Eşyalı;;150 TL
ER YAPI EMLAK OFİSİ 3+1 T.KAMPÜSE 3DK SİTE İÇİ OTOPARK ASANSÖRLÜ;24.000 TL;"ER YAPI EMLAK OFİSİNDEN 3+1 135M2 KİRALIK DAİRE.
DETAYLI BİLGİ İÇİN ARAYABİLİRSİNİZ!";Atatürk;10-10-2024;8. Kat;9 Katlı;16 Yaşında;3 + 1;/ 135 m2;Eşyalı Değil;;
İSCİEVLERİNDE 3+1 SIFIR KİRALİK DAİRE;28.000 TL;Detaylı bilgi için arayınız;Dicle;02-09-2024;Giriş Katı;4 Katlı;Sıfır Bina;3 + 1;/ 120 m2;Eşyalı Değil;Doğalgaz;
ARGA'DAN BUCA ÇEVİK BİR YAKINI 3+1 EŞYALI D.GAZLI KİRALIK DAİRE.;23.000 TL;"DAİREMİZ; YENİGÜN MAHALLESİNDE KAYMAKAMLIK ARKASINDADIR,
ÇEVİK BİR MEYDANINA 4-5 DK. YÜRÜME MESAFESİNDE OLUP MERKEZİ KONUMDADIR.

KONUMU İTİBARİ İLE ULAŞIM SIKINTISI YOKTUR. OTOBÜS, DOLMUŞ VE SERVİS GÜZERGAHINA

YAKINDIR. DOKUZ EYLÜL EĞİTİM FAKÜLTESİNE , ALİ KUŞÇU İLK

OKULU, LİSELER, SEYFİ DEMİRSOY DEVLET HASTANESİNE, BANKALARA,

BİRKAÇ DAKİKA YÜRÜME MESAFESİNDEDİR.

MARKET, FIRIN, KASAP, SEMT PAZARI V.B. TÜM ALIŞVERİŞ YERLERİ DAİREMİZİN ÇEVRESİNDEDİR.
DAİREMİZ 3+1 120M2'DİR,
EŞYALI,
ÇİFT BALKONLU,
 ÇİFT WC'Lİ,
PANJURLU,
OLDUKÇA GENİŞ VE FERAH BİR DAİREDİR,
AYRINTILI BİLGİ İÇİN ARAYINIZ,";Yenigün;03-10-2024;Ara Kat;3 Katlı;25 Yaşında;3 + 1;/ 120 m2;Eşyalı;Doğalgaz;
MARKA'DAN MERKEZİ KONUMDA EŞYALI D.GAZLI KİRALIK DAİRE;16.000 TL;"MARKA GAYRİMENKUL’DEN
YENİ BİNA
ARAKAT
DOĞALGAZLI 
HOCA AHMET YESEVİ CADDESİ YÜRÜME MESAFESİ 
DETAYLI BİLGİ İÇİN:Telefonu Göster";Atatürk;09-10-2024;Yüksek Giriş;3 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
1+1 eşyalı Kurucesme kiralık daire;15.000 TL;"1+1 eşyalı 
klima doğalgaz mevcut
2.kat
Kuruçeşme mahallesi merkezi konumda
dolmuş otobüsleri güzergahlarına yakın
emlakçıdan kiralık 
detaylı bilgi için arayınız Telefonu Göster";Kuruçeşme;02-09-2024;2. Kat;4 Katlı;15 Yaşında;1 + 1;/ 40 m2;Eşyalı;Doğalgaz;50 TL
AKINCILAR MAH.FULL TADİLATLI SİTE İÇİNDE ARAKAT 3+1KİRALIK DAİRE;27.000 TL;"TURYAP AKINCILAR HİPODROM TEMSİLCİLİĞİNDEN
  KOD 3957
  DAİREMİZ ;
AKINCILAR MAHALLESİ MEVKİİNDE
KOŞU İZBAN YAKINI
TOPLU TAŞIMA DURAKLARINA,
ECZANE, OKUL, SAĞLIK OCAĞI, MARKET, PAZAR YERİ VS.
YÜRÜME MESAFESİNDEDİR.
AÇIK OTOPARKLI, ÇİFT ASANSÖRLÜ BİR SİTE İÇERİSİNDE
ARAKAT
3+1
BRÜT 135 NET 115 METREKARE
FULL TADİLATLI
DOĞALGAZLI, KAPALI MUTFAKLI, KİLERLİ, ÇİFT WCLİ,
BİRİ KAPALI CAM 2 ADET BALKONLU FERAH GENİŞ BİR DAİREDİR.
DAHA DETAYLI BİLGİ VE RANDEVU İÇİN BİZİ ARAYINIZ...
FEVZİ HİTALOĞLU

TEK YETKİLİ AKINCILAR HİPODROM TEMSİLCİLİĞİDİR.

   

Bu ilan Emlak Asistanım CRM Programı tarafından otomatik entegre edilmiştir.";Akıncılar;03-09-2024;9. Kat;10 Katlı;17 Yaşında;3 + 1;/ 115 m2;Eşyalı Değil;Doğalgaz;
ATATÜRK MH'DE FAKÜLTELER YAKINI '1+1' EŞYALI KİRALIK DAİRE;13.750 TL;"İZMİR / BUCA / ATATÜRK MAHALLESİ ;
1+1 - 55m2
Yüksek Giriş
 Eşyalı
Yönetimi Olan, Temiz ve Düzgün Apartmandadır

Dairemiz Konum İtibariyle ;
Kadın Doğum Hastanesi ve,
Dokuz Eylül Üni. ye çok yakınındadır ,
Buca Doğu otobanı yolu üzeri,
Tüm Temel ve Sosyal Olanaklar Yürüme Mesafesindedir.

Firmamız Bu Gayrimenkul'ün Kiralama İşlemlerinde Tek Yetkilidir.
Detaylı Bilgi ve Randevu İçin ;
SERCAN ÇAKIR    |  MERTCAN ÇAKIR
Telefonu Göster    |  Telefonu Göster";Atatürk;04-10-2024;Yüksek Giriş;1 Katlı;5 Yaşında;1 + 1;/ 55 m2;Eşyalı;;100 TL
BUCA TINAZTEPE AHMET YESEVİ KIZ YURDU YANI 1+1 FULL EŞYALI KLİMALI BAHÇELİ LÜX KİRALIK DAİRE;14.000 TL;DETAYLI BİLGİ VE YER GÖRME TALEBİNİZ İÇİN ARAYINIZ.;Kuruçeşme;07-10-2024;Giriş Katı;5 Katlı;5 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
BUCA- SEYFİ DEMİRSOY HASTANESİ YANI KİRALIK 3+1 EŞYALI DAİRE;26.000 TL;"DAİREMİZ
3+1
EŞYALI
EŞYALAR TEMİZ
İLK DEFA KİRAYA VERİLECEK
EĞİTİM FAKÜLTESİ VE HASTANEYE ÇOK YAKIN
KIZ ÖĞRENCİLER İÇİN
VEYA
BERABER KALACAK 2-3
HEMŞİRE İÇİN
BEKAR DOKTORLAR İÇİN
İDEALDİR
İRTİBAT İÇİN
TURYAP
EMLAK DANIŞMANI
MUHARREM ÖZDEMİR
Telefonu Göster";Efeler;05-09-2024;4. Kat;4 Katlı;26 Yaşında;3 + 1;/ 115 m2;Eşyalı;;
REF’DEN DOĞUŞ CAD’DE D.GAZLI BALKONLU 145m2 KİRALIK 3+1;20.000 TL;REF’DEN DOĞUŞ CAD D.GAZLI 145m2 KİRALIK 3+1;Kuruçeşme;12-08-2024;2. Kat;4 Katlı;16 Yaşında;3 + 1;/ 145 m2;Eşyalı Değil;Doğalgaz;150 TL
GÜNLÜK KİRALIK DAİRE 1+1 FULL EŞYALI DURU BUTİK OTEL;300 TL;KONFORUN RAHATLIĞIN DEĞİŞMEYEN ADRESİ;Mustafa Kemal;08-08-2024;Ara Kat;4 Katlı;3 Yaşında;1 + 1;/ 90 m2;Eşyalı;;
SAFİR'den DoğalGazlı Klimalı 1+1 Eşyalı Daire;16.000 TL;"ATATÜRK MAHALLESİ 
1+1  50 M² 
 KAMPÜS YAKINI ÖĞRENCİYE UYGUN
DOGALGAZLI//KLİMALI
 KONUM DOĞRU İŞARETLENMİŞTİR.
Dolmuş ve Otobüs Duraklarına 50 Metre
En Çok Güneş Alan GÜNEY CEPHE
   Profesyonel ve   Güleryüzlü   Ekibimizle Haftanın  7 Günü  Hizmetinizdeyiz.";Atatürk;12-09-2024;2. Kat;3 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
VİRAJ EMLAK MY VİA SİTE İÇİNDE HAVUZLU EŞYALI KİRALIK BUCA;16.000 TL;"KİRALIK
EŞYALI KLİMALI
ASANSÖRLÜ OTOPARKLI
SPOR SALONLU HAVUZLU
YÜKSEK GİRİŞLİ DAİRE
OKULA MARKETE PAZARA YÜRÜME MESAFESİNDE
VİRAJ EMLAK
Telefonu Göster";Atatürk;26-09-2024;Yüksek Giriş;5 Katlı;7 Yaşında;1 + 1;/ 45 m2;Eşyalı;;
BUCA ADA EMLAK'TAN ATATÜRK MH.KİRALIK SİTE İÇİ 3+1 DGZLI DAİRE;18.000 TL;"BUCA ADA EMLAKTAN 
KİRALIK SİTE İÇİNDE BALKONLU FERAH KLASİK DAİRE
DOGALGAZLIDIR
ASANSÖRLÜDÜR...
TINAZTEPE KAMPÜSÜNE YÜRÜME MESAFESİNDEDİR
TEL:  Telefonu Göster";Adatepe;15-09-2024;2. Kat;8 Katlı;16 Yaşında;3 + 1;/ 130 m2;Eşyalı Değil;;250 TL
ÖĞRENCİYE EŞYALI KİRALIK 3+1;30.000 TL;"BUCA ATATÜRK MAHALLESİNDE DOKUZ ÇEŞMELER KAMPÜSE
TINAZTEPE KAMPÜSE YÜRÜME MESAFESİNDEDİR
HASANAĞA PARKININ ARKASINDA KALMAKTADIR
EVİN İÇİNDE 3 ÖĞRENCİ
KALABİLECEK ŞEKİLDEDİR
DOĞALGAZLI VE KLİMA MEVCUTTUR
3 ODA
1 SALON
1 MUTFAK
1 BANYO
2 TUVALET
1 KİLER BULUNMAKTADIR
BİNANIN KENDINE AİT OTOPARKI VARDIR.
DETAYLI BİLGİ İÇİN LÜTFEN ARAYINIZ";Atatürk;09-10-2024;7. Kat;7 Katlı;11 Yaşında;3 + 1;/ 115 m2;Eşyalı;;1 TL
KURUÇEŞME MAHALLESİNDE ASEM LOFT KİRALIK EŞYALI 1+1;13.500 TL;DETAYLI BİLGİ İÇİN İLETİŞİME GEÇİNİZ;Kuruçeşme;28-09-2024;6. Kat;8 Katlı;4 Yaşında;1 + 1;/ 50 m2;Eşyalı;;
ÜÇKUYULAR MEYDAN VE FAKÜLTELER YAKINI '2+1' ARAKAT-DGAZLI DAİRE;15.000 TL;"İZMİR / BUCA / ATATÜRK MAHALLESİ ;
2+1 - 65m2
Arakat
Doğalgazlı
Yönetimi Olan, Temiz ve Düzgün Apartmandadır


Dairemiz Konum İtibariyle ;
Kozağaç meydana ve,
Hasanağa Bahçesi'ne çok yakınındadır ,
Buca Batı ve Doğu otobanı yolu üzeri,
Tüm Temel ve Sosyal Olanaklar Yürüme Mesafesindedir.

Firmamız Bu Gayrimenkul'ün Kiralama İşlemlerinde Tek Yetkilidir.
Detaylı Bilgi ve Randevu İçin ;
SERCAN ÇAKIR    |  MERTCAN ÇAKIR
Telefonu Göster    |  Telefonu Göster";Atatürk;05-10-2024;2. Kat;4 Katlı;15 Yaşında;2 + 1;/ 65 m2;Eşyalı Değil;Doğalgaz;100 TL
BUCA ADATEPEDE 15 BİN TL KİRALİK DAİRE;15.000 TL;Detaylı bilgi için arayiniz;Adatepe;06-09-2024;6. Kat;6 Katlı;8 Yaşında;2 + 1;/ 70 m2;Eşyalı Değil;;
BUCA BELEDİYESİ YANINDA SADECE ÖĞRENCİYE KİRALIK 3+1 ARAKAT KISMİ EŞYALI DAİRE;19.000 TL;"YUNUS KARAGÖZ: 0554*802*88*54
KİRALIK: 17.000 TL
SADECE ÖĞRENCİYE KİRALIKTIR.
KISMİ EŞYALIDIR. EŞYALAR ANLAŞMAYA BAĞLI TAMAMLANIR.
BELEDİYE OKULLAR EĞİTİM FAKÜLTESİ OTOBÜS DURAKLARI KAFELER SOKAĞI AYAĞINIZIN ALTINDADIR.
DOĞALGAZ VARDIR. ÇİFT WC BALKON BULUNMAKTADIR.
DETAYLI BİLGİ VE YER GÖRME TALEBİNİZ İÇİN ARAYINIZ";Vali Rahmi Bey;02-10-2024;3. Kat;5 Katlı;20 Yaşında;3 + 1;/ 120 m2;Eşyalı;Doğalgaz;
REF'DEN SİTE İÇERİSİNDE ARAKAT D.GAZLI KLİMALI GENİŞ 3+1 KİRALIK DAİRE;20.000 TL;"3+1 KAPALI MUTFAK

ARAKAT

ÇİFT BALKONLU

DOĞALGAZ + KLİMALI

SİTE İÇERİSİNDE

OTOBÜS VE DOLMUŞ GÜZERGAHINDA

ULAŞIM SORUNU OLMAYAN

ALIŞVERİŞ MERKEZLERİ ÇEVRESİNDE

DETAYLI BİLGİ VE RANDEVU İÇİN ARAYINIZ";Buca Koop.;03-08-2024;3. Kat;8 Katlı;20 Yaşında;3 + 1;/ 120 m2;Eşyalı Değil;Doğalgaz;200 TL
Buca Hasanağa Bahçesine Yürüme mesafesinde 1+1 Esyali Kiralık Daire;17.000 TL;"MY HOUSE EMLAKTAN KİRALIK 






DETAYLI BİLGİ VE RANDEVU İÇİN ARAYINIZ...";Adatepe;12-10-2024;En Üst Kat;3 Katlı;8 Yaşında;1 + 1;/ 45 m2;Eşyalı;Doğalgaz;50 TL
KURUÇEŞME MAH. FAKÜLTE YAKINI 55 M2 BAHÇELİ 1+1 KİRALIK DAİRE...;15.000 TL;"TURYAP GÜVENCESİ İLE
KOD 375
DAİREMİZ ;
KURUÇEŞME MAHALLESİ MEVKİİNDE
 TINAZTEPE KAMPÜSÜ, TINAZTEPE HASTANESİ, ÇEVRE YOLU YAKINI
TOPLU TAŞIMA DURAKLARINA, ECZANE, OKUL, MARKET VS.
YÜRÜME MESAFESİNDEDİR.
 5 YAŞINDA SAKİN BİR BİNADA
BAHÇE KATI 
1+1
BRÜT 55 NET 45 METREKARE
AÇIK MUTFAKLI , DOĞALGAZLI
FULL EŞYALI ,  FERAH BİR DAİREDİR.
DAHA DETAYLI BİLGİ VE RANDDEVU İÇİN BİZİ ARAYINIZ ...
ENGİN YİGİN


Bu ilan Emlak Asistanım CRM Programı tarafından otomatik entegre edilmiştir.";Adatepe;09-09-2024;Bahçe Katı;9 Katlı;6 Yaşında;1 + 1;/ 45 m2;Eşyalı Değil;Doğalgaz;200 TL
